x,y,r,g,b,radius,description
8.59444574,11.39817663,0,255,0,8,"F.04.g. Stress-modulated pathways: Cortex, hippocampus, and striatum"
9.70518049,12.31903642,0,255,0,9,"F.04.h. Stress-modulated pathways: Hypothalamus, amygdala, and bed nucleus"
9.962563614,12.9885117,0,255,0,5,F.04.i. Stress-modulated pathways: Brainstem and other
9.401530003,11.67084656,0,255,0,6,F.04.j. Stress and cognition
-17.19858317,-0.286253517,0,255,0,5,F.05.a. Regulating systems
-17.11199658,-0.313500663,0,255,0,6,F.05.b. Behavioral effects
1.539699675,18.39881632,0,255,0,5,F.06.a. Energy metabolism
-12.60769101,-9.186731102,0,255,0,5,F.06.b. Blood flow
-13.09963493,-9.586335018,0,255,0,5,F.06.c. Blood brain barrier
-12.56198156,-9.193323763,0,255,0,6,F.06.d. Functional imaging
4.462150325,17.97222234,0,255,0,5,F.07.a. Cardiovascular regulation
5.199976459,17.3508899,0,255,0,5,"F.07.b. Gastrointestinal, renal/urinary, and reproductive regulation"
3.734035906,17.53214928,0,255,0,5,F.07.c. Thermoregulation and other
3.603030772,22.36532464,0,255,0,5,F.08.a. Entrainment and phase shifts
3.447993294,21.8633045,0,255,0,5,F.08.b. Molecular biology and physiology of clocks
4.375825857,23.24546752,0,255,0,5,"F.08.c. Sleep: Molecular, cellular, and pharmacology"
4.596912203,23.02321247,0,255,0,5,F.08.d. Sleep: Regulators
4.874275177,23.03057786,0,255,0,7,F.08.e. Sleep: Systems
5.181626088,22.74337472,0,255,0,7,F.08.f. Sleep: Behavior
3.690711096,22.07100798,0,255,0,5,"F.08.g. SCN anatomy, physiology, neurochemistry"
3.521321597,15.76639174,0,255,0,5,F.09.a. Thirst and water balance
2.969671343,16.71507301,0,255,0,5,F.10.a. Integration of peripheral signals: Regulators
2.775967644,16.73241487,0,255,0,5,F.10.b. Integration of peripheral signals: Systems
2.015551762,16.03442385,0,255,0,5,F.10.c. Central pathways: Anatomy and development
1.750556517,15.97622968,0,255,0,5,F.10.d. Neuropeptide regulators
1.999344498,16.7450428,0,255,0,5,"F.10.e. Monoamines, amino acids, and other regulators"
13.14225591,3.884182444,0,0,255,5,G.01.a. Appetitive and incentive learning and memory
14.49287003,10.39016006,0,0,255,5,G.01.b. Fear and aversive learning and memory: Acquisition
14.48400536,10.30037853,0,0,255,5,G.01.c. Fear and aversive learning and memory: Modulation
14.696362,10.58884243,0,0,255,5,G.01.d. Fear and aversive learning and memory: Extinction
14.33564451,9.776787004,0,0,255,7,G.01.e. Fear and aversive learning and memory: Neural Circuitry
12.32006253,2.559850491,0,0,255,11,G.02.a. Reward: Dopamine
11.43411117,3.889428518,0,0,255,5,G.02.b. Reward: Cell signaling
13.53537209,2.665680947,0,0,255,7,G.02.c. Reward: Neurophysiology
12.27656395,3.455526838,0,0,255,5,G.02.d. Reward: Neuropharmacology
13.10540251,3.220171963,0,0,255,8,G.02.e. Motivation: Subcortical neurocircuitry
14.15352342,4.076770506,0,0,255,5,G.02.f. Motivation: Cortical neurocircuitry
14.60126128,14.87639382,0,0,255,8,G.02.g. Motivation: Social communication and behavior
13.21814872,7.323642982,0,0,255,6,G.03.a. Human Emotion
11.98491625,7.670232246,0,0,255,9,G.03.b. Emotion: Neurocircuitry
11.811068,8.585839155,0,0,255,13,"G.03.c. Emotion: Fear, anxiety, and pain"
12.89156266,7.172963945,0,0,255,7,G.03.d. Emotion: Positive and negative emotional states
7.415951255,7.63204021,0,0,255,5,G.04.a. Depression: Human imaging and behavioral studies
7.221919452,8.409645549,0,0,255,6,G.04.b. Depression: Treatment and drug discovery
7.905388268,9.418434865,0,0,255,9,G.04.c. Depression: Animal models: Behavioral mechanism
7.640884727,9.085777057,0,0,255,10,G.04.d. Depression: Animal models: Neural mechanisms
6.976678453,8.733709381,0,0,255,5,G.04.e. Depression: Animal models of therapeutics
7.925205266,8.406328747,0,0,255,5,G.04.f. Bipolar disorders
12.50909918,8.389472961,0,0,255,5,G.05.a. Human studies & therapeutic approaches
11.07686006,9.371479119,0,0,255,5,G.05.b. Preclinical models
11.27346559,8.971107447,0,0,255,5,G.05.c Therapeutic approaches
11.24711039,11.19494772,0,0,255,5,G.06.a. Human studies
11.12451802,10.62825977,0,0,255,5,G.06.b. Preclinical models
9.003483647,7.720480265,0,0,255,5,G.07.a. Other psychiatric disorders
-8.884779692,-22.00512896,0,0,255,5,G.08.a. Addictive drugs: Developmental effects
-9.163277409,-22.91381989,0,0,255,5,"G.08.b. Addictive drugs: Drug tolerance, dependence, and toxicity"
-6.317752867,-22.93801096,0,0,255,5,G.08.c. Addiction: Genetics
-6.862914024,-23.64045116,0,0,255,5,G.08.d. Addiction treatment: Translational and clinical studies
-8.070653356,-23.53449137,0,0,255,8,"G.08.e. Learning, memory, and addiction"
-7.09225581,-21.75862826,0,0,255,5,G.08.f. Alcohol: Intake and preference
-6.63389095,-22.15469062,0,0,255,5,G.08.g. Alcohol: Other behavioral effects
-7.634972004,-22.15518169,0,0,255,7,G.08.h. Alcohol: Neural mechanisms
-9.547609108,-24.21393444,0,0,255,5,G.08.i. Amphetamines: Behavioral mechanisms of addiction
-8.959635955,-24.16881676,0,0,255,5,G.08.j. Amphetamines: Neural mechanisms of addiction
-5.081810906,-22.69472861,0,0,255,5,G.08.k. Cannabinoids: Neural mechanisms and addiction
-6.931017027,-24.83043135,0,0,255,5,G.08.l. Cocaine reinforcement
-7.790918483,-24.6026272,0,0,255,5,G.08.m. Cocaine seeking and reinstatement
-7.227417379,-25.54622992,0,0,255,5,G.08.n. Cocaine: Other behavioral studies
-7.465848695,-24.15945111,0,0,255,6,G.08.o. Cocaine: Circuitry and neurophysiology of addiction
-8.320529865,-25.14229532,0,0,255,5,G.08.p. Cocaine: Cell signaling and addiction
-6.101090389,-24.50308534,0,0,255,5,"G.08.q. Opioid reinforcement, seeking, and reinstatement"
-5.727772894,-23.93877226,0,0,255,5,G.08.r. Opioids: Neural mechanisms of addiction
-8.612911265,-22.68951575,0,0,255,5,"G.08.s. Nicotine: Reinforcement, seeking, and reinstatement"
-7.296316811,-23.03585253,0,0,255,5,G.08.t.  Nicotine:  Neural mechanisms of addiction
18.13430013,-2.123852898,128,128,128,8,H.01.a. Functional mechanisms of attention
24.45193882,-2.382518691,128,128,128,5,H.01.aa. Learning and memory: Invertebrates
17.84634092,2.589033806,128,128,128,16,H.01.b. Decision making: Prefrontal cortex
24.72092883,0.303037218,128,128,128,5,H.01.bb. Cortical and hippocampal circuits: Episodic and episodic-like memory
17.09863874,3.025732656,128,128,128,5,H.01.c. Decision making: Orbitofrontal cortex
25.07962475,2.398735428,128,128,128,5,H.01.cc. Cortical and hippocampal circuits: Timing and temporal processing
17.15773186,2.242530656,128,128,128,8,H.01.d. Decision making: Corticolimbic circuits
25.30176045,1.153761488,128,128,128,10,H.01.dd. Cortical and hippocampal circuits: Spatial navigation
20.9606207,0.990106645,128,128,128,13,H.01.e. Executive function: Learning and memory
19.38571703,1.583904118,128,128,128,5,H.01.f. Executive function: Network activity
25.96428379,0.938138452,128,128,128,5,H.01.ff. Cortical and hippocampal circuits: Place cells
16.22465249,-0.601592595,128,128,128,5,H.01.g. Executive function: Models of disorders
18.22240926,-2.082703129,128,128,128,5,H.01.gg. Thalamic and brainstem circuits
16.4437244,0.093524993,128,128,128,5,H.01.h. Executive function: Inhibitory control
16.07924076,1.490950247,128,128,128,5,H.01.hh. Cortical and striatal circuits
19.92167752,0.410412969,128,128,128,8,H.01.i. Working memory
18.20879158,0.515283807,128,128,128,5,"H.01.ii. Associative, nonassociative, and skill learning"
14.84577353,14.20609093,128,128,128,6,H.01.j. Social memory and cognition
22.89538545,-0.945411381,128,128,128,5,H.01.k. Memory consolidation and reconsolidation: Behavior
22.80318091,-1.831645833,128,128,128,5,H.01.l. Memory consolidation and reconsolidation: Molecular mechanisms
22.69705308,-0.044114263,128,128,128,5,H.01.m. Memory consolidation and reconsolidation: Neural circuit mechanisms
23.74823085,0.951570675,128,128,128,11,H.01.n. Learning and memory: Cortical-hippocampal interactions
23.67872035,0.338826088,128,128,128,20,H.01.o. Learning and memory: Hippocampal circuits
22.68261121,1.732251548,128,128,128,5,H.01.p. Learning and memory: Hippocampal-prefrontal interactions
24.50834498,2.192103499,128,128,128,5,H.01.q. Learning and memory: Hippocampal-striatal interactions
23.9655754,-0.528309916,128,128,128,5,H.01.r. Learning and memory: Dentate gyrus
25.82885435,1.422713384,128,128,128,5,H.01.s. Learning and memory: Entorhinal cortex
22.58979322,-2.580027491,128,128,128,9,H.01.t. Learning and memory: Molecular mechanisms
22.22344318,0.567087499,128,128,128,13,H.01.u. Learning and memory: Neural circuit mechanisms
23.22296482,1.226425687,128,128,128,5,H.01.v. Learning and memory: Gamma and theta rhythms
22.59693866,-2.791665942,128,128,128,5,H.01.w. Learning and memory: Genes and signaling
21.76860202,0.139755706,128,128,128,6,H.01.x. Learning and memory: Physiology
21.61043228,-1.991049084,128,128,128,5,H.01.y. Learning and memory: Pharmacology
-21.45988269,-9.359955785,128,128,128,5,H.01.z. Learning and memory: Aging
20.24537324,8.174920627,128,128,128,8,H.02.a. Perception and imagery
22.50403333,7.288619969,128,128,128,6,H.02.b. Human learning: Perceptual and spatial learning
12.83639275,-15.50827083,128,128,128,5,H.02.c. Human learning: Motor and sequence learning
18.64207607,5.62146513,128,128,128,7,"H.02.d. Human learning: Feedback, reinforcement and reward"
23.38858936,5.406328921,128,128,128,8,H.02.e. Human long-term memory: Medial temporal lobe
23.38989941,5.98550317,128,128,128,7,H.02.f. Human long-term memory: Retrieval
23.86521232,5.43120524,128,128,128,6,H.02.g. Human long-term memory: Encoding
24.0914143,5.971048863,128,128,128,6,H.02.h. Human long-term memory: Encoding-retrieval interactions
23.94550092,6.444725176,128,128,128,5,H.02.i. Human long-term memory: Reconsolidation
20.9621186,7.405967871,128,128,128,6,H.02.j. Functional mechanisms of attention
20.6394434,7.393646235,128,128,128,5,H.02.k. Attentional networks
18.73919263,6.519377602,128,128,128,11,H.02.l. Executive function
15.12135045,-3.969446852,128,128,128,8,H.02.m. Language
20.8559947,5.770642296,128,128,128,9,H.02.n. Working memory
17.77363409,4.149861802,128,128,128,15,H.02.o. Decision making and reasoning: Cognition and computational models
17.93029393,4.623681005,128,128,128,12,H.02.p. Decision making and reasoning: Neural mechanisms
17.72555937,7.450094113,128,128,128,5,H.02.q. Cognitive development
-20.74722173,-10.1596433,128,128,128,10,H.02.r. Cognitive aging
18.85787934,7.040864601,128,128,128,5,H.02.s. Individual differences
21.48557386,8.758756254,128,128,128,6,H.02.t. Timing and temporal processing
18.38535421,9.655081878,128,128,128,5,H.02.u. Social cognition: Behavior and pharmacology
18.32581189,9.643089563,128,128,128,5,H.02.v. Social cognition: Neural processes and disorders
1.72697279,7.23058761,128,128,128,5,H.03.a. Neuropathology
0.469858479,7.071462393,128,128,128,5,H.03.b. Genetics and genomics
2.589100979,7.169545005,128,128,128,5,H.03.c. Behavior and symptoms
2.263969792,7.465452775,128,128,128,5,H.03.d. Circuits and systems
2.73205097,6.776075216,128,128,128,5,H.03.e. Animal models: Developmental
3.420086275,6.78201238,128,128,128,5,H.03.f. Animal models: Pharmacological
0.614882437,7.098952768,128,128,128,5,H.03.g. Biochemical studies
-0.546114645,-10.26052508,0,0,0,5,I.01.a. Biochemical techniques
-0.13144103,-10.23050221,0,0,0,10,I.01.b. Molecular techniques
0.357588484,-10.05607307,0,0,0,10,I.01.c. Genetic techniques
-0.04992491,-12.31236395,0,0,0,5,"I.02.a. Genomics, proteomics, and systems biology"
-0.018954609,-12.24903071,0,0,0,5,I.02.b. Bioinformatics
-1.554036217,-8.376020121,0,0,0,5,"I.03.a. Staining, tracing, and imaging techniques: Sample preparation"
-1.487334043,-8.55882951,0,0,0,7,"I.03.b. Staining, tracing, and imaging techniques: Image acquisition"
-2.159232336,-8.420626875,0,0,0,13,"I.03.c. Staining, tracing, and imaging techniques: Circuit tracing"
-2.546249167,-10.21873946,0,0,0,5,"I.03.d. Staining, tracing, and imaging techniques: Electron microscopy"
-2.382389595,-10.12093314,0,0,0,5,"I.03.e. Staining, tracing, and imaging techniques: Novel probes"
1.32871175,-8.49786636,0,0,0,9,I.04.a. Optical methodology: Development
1.366731399,-8.44757952,0,0,0,7,I.04.b. Optical methodology: Application
1.169762805,-7.824244895,0,0,0,6,I.04.c. Optical methodology: Probes
1.736448595,-7.956754166,0,0,0,13,I.04.d. Optogenetics
3.775380725,-9.4187816,0,0,0,5,I.04.e. Electrophysiology: Cellular
3.836157509,-7.414552962,0,0,0,6,I.04.f. Electrophysiology: Neural networks
3.664917039,-8.075277187,0,0,0,12,I.04.g. Electrophysiology: Electrode arrays
3.78676813,-7.327419743,0,0,0,10,I.04.h. Electrophysiology: Stimulating neurons
2.53169531,-9.922393413,0,0,0,6,I.04.i. Novel assays
5.057528783,6.591950671,0,0,0,5,I.05.a. Affective disorders and schizophrenia
-24.93167605,-0.282022743,0,0,0,5,"I.05.b. Neurodegenerative diseases (AD, PD, MS, stroke)"
-24.89564664,-0.335216875,0,0,0,5,I.05.c. Drug delivery
6.284034781,-10.32502884,0,0,0,5,I.06.a. Cellular models
7.316341143,-9.46899999,0,0,0,6,I.06.b. Network models: Theory
7.232344102,-9.288371327,0,0,0,9,I.06.c. Network models: Experimentation
6.178352773,-9.191897259,0,0,0,16,I.06.d. Computational tools
6.396912934,-8.417885445,0,0,0,13,I.07.a. Data analysis and statistics: Human data
6.606890734,-9.320006338,0,0,0,9,I.07.b. Data analysis and statistics: Neuronal networks
5.206644611,-9.337862314,0,0,0,9,I.07.c. Software Tools
